"year","quarter","month","state","unemployment_rate"
2023,"Q4",12,"CA",5.1
2023,"Q4",12,"CO",3.3
2023,"Q4",12,"DE",4.1
2023,"Q4",12,"DC",4.9
2023,"Q4",12,"FL",3.1
2023,"Q4",12,"GA",3.2
2023,"Q4",12,"IL",4.7
2023,"Q4",12,"MD",2.2
2023,"Q4",12,"MA",3.2
2023,"Q4",12,"MI",4.1
2023,"Q4",12,"NH",2.6
2023,"Q4",12,"NJ",4.8
2023,"Q4",12,"NY",4.6
2023,"Q4",12,"NC",3.6
2023,"Q4",12,"PA",3.4
2023,"Q4",12,"SC",3
2023,"Q4",12,"TN",3.4
2023,"Q4",12,"TX",3.9
2023,"Q4",12,"UT",2.8
2023,"Q4",12,"VA",3
2023,"Q4",12,"WA",4.4
2024,"Q1",1,"AZ",4.2
2024,"Q1",1,"CA",5.2
2024,"Q1",1,"CO",3.4
2024,"Q1",1,"DE",4.1
2024,"Q1",1,"DC",5
2024,"Q1",1,"FL",3.1
2024,"Q1",1,"GA",3.1
2024,"Q1",1,"IL",4.7
2024,"Q1",1,"MD",2.3
2024,"Q1",1,"MA",3
2024,"Q1",1,"MI",4
2024,"Q1",1,"NH",2.6
2024,"Q1",1,"NJ",4.8
2024,"Q1",1,"NY",4.5
2024,"Q1",1,"NC",3.5
2024,"Q1",1,"PA",3.4
2024,"Q1",1,"SC",3
2024,"Q1",1,"TN",3.5
2024,"Q1",1,"TX",3.9
2024,"Q1",1,"UT",2.8
2024,"Q1",1,"VA",3
2024,"Q1",1,"WA",4.6
2024,"Q1",2,"AZ",4.1
2024,"Q1",2,"CA",5.3
2024,"Q1",2,"CO",3.5
2024,"Q1",2,"DE",4
2024,"Q1",2,"DC",5.1
2024,"Q1",2,"FL",3.1
2024,"Q1",2,"GA",3.1
2024,"Q1",2,"IL",4.8
2024,"Q1",2,"MD",2.4
2024,"Q1",2,"MA",2.9
2024,"Q1",2,"MI",3.9
2024,"Q1",2,"NH",2.6
2024,"Q1",2,"NJ",4.8
2024,"Q1",2,"NY",4.4
2024,"Q1",2,"NC",3.5
2024,"Q1",2,"PA",3.4
2024,"Q1",2,"SC",3.1
2024,"Q1",2,"TN",3.3
2024,"Q1",2,"TX",3.9
2024,"Q1",2,"UT",2.8
2024,"Q1",2,"VA",3
2024,"Q1",2,"WA",4.7
2024,"Q1",3,"AZ",3.8
2024,"Q1",3,"CA",5.3
2024,"Q1",3,"CO",3.7
2024,"Q1",3,"DE",3.9
2024,"Q1",3,"DC",5.2
2024,"Q1",3,"FL",3.2
2024,"Q1",3,"GA",3.1
2024,"Q1",3,"IL",4.8
2024,"Q1",3,"MD",2.5
2024,"Q1",3,"MA",2.9
2024,"Q1",3,"MI",3.9
2024,"Q1",3,"NH",2.6
2024,"Q1",3,"NJ",4.8
2024,"Q1",3,"NY",4.3
2024,"Q1",3,"NC",3.5
2024,"Q1",3,"PA",3.4
2024,"Q1",3,"SC",3.1
2024,"Q1",3,"TN",3.2
2024,"Q1",3,"TX",3.9
2024,"Q1",3,"UT",2.8
2024,"Q1",3,"VA",2.9
2024,"Q1",3,"WA",4.8
2024,"Q2",4,"AZ",3.6
2024,"Q2",4,"CA",5.3
2024,"Q2",4,"CO",3.7
2024,"Q2",4,"DE",3.9
2024,"Q2",4,"DC",5.2
2024,"Q2",4,"FL",3.3
2024,"Q2",4,"GA",3.1
2024,"Q2",4,"IL",4.8
2024,"Q2",4,"MD",2.6
2024,"Q2",4,"MA",2.9
2024,"Q2",4,"MI",3.9
2024,"Q2",4,"NH",2.6
2024,"Q2",4,"NJ",4.7
2024,"Q2",4,"NY",4.2
2024,"Q2",4,"NC",3.5
2024,"Q2",4,"PA",3.4
2024,"Q2",4,"SC",3.2
2024,"Q2",4,"TN",3.1
2024,"Q2",4,"TX",4
2024,"Q2",4,"UT",2.8
2024,"Q2",4,"VA",2.8
2024,"Q2",4,"WA",4.8
2024,"Q2",5,"AZ",3.4
2024,"Q2",5,"CA",5.2
2024,"Q2",5,"CO",3.8
2024,"Q2",5,"DE",3.9
2024,"Q2",5,"DC",5.3
2024,"Q2",5,"FL",3.3
2024,"Q2",5,"GA",3.2
2024,"Q2",5,"IL",4.9
2024,"Q2",5,"MD",2.7
2024,"Q2",5,"MA",3
2024,"Q2",5,"MI",3.9
2024,"Q2",5,"NH",2.5
2024,"Q2",5,"NJ",4.6
2024,"Q2",5,"NY",4.2
2024,"Q2",5,"NC",3.6
2024,"Q2",5,"PA",3.4
2024,"Q2",5,"SC",3.4
2024,"Q2",5,"TN",3
2024,"Q2",5,"TX",4
2024,"Q2",5,"UT",2.9
2024,"Q2",5,"VA",2.7
2024,"Q2",5,"WA",4.9
2024,"Q2",6,"AZ",3.3
2024,"Q2",6,"CA",5.2
2024,"Q2",6,"CO",3.8
2024,"Q2",6,"DE",4
2024,"Q2",6,"DC",5.4
2024,"Q2",6,"FL",3.3
2024,"Q2",6,"GA",3.3
2024,"Q2",6,"IL",5
2024,"Q2",6,"MD",2.8
2024,"Q2",6,"MA",3.2
2024,"Q2",6,"MI",4.1
2024,"Q2",6,"NH",2.5
2024,"Q2",6,"NJ",4.6
2024,"Q2",6,"NY",4.2
2024,"Q2",6,"NC",3.6
2024,"Q2",6,"PA",3.4
2024,"Q2",6,"SC",3.6
2024,"Q2",6,"TN",3
2024,"Q2",6,"TX",4
2024,"Q2",6,"UT",3
2024,"Q2",6,"VA",2.7
2024,"Q2",6,"WA",4.8
2024,"Q3",7,"AZ",3.4
2024,"Q3",7,"CA",5.2
2024,"Q3",7,"CO",3.9
2024,"Q3",7,"DE",4.1
2024,"Q3",7,"DC",5.5
2024,"Q3",7,"FL",3.3
2024,"Q3",7,"GA",3.4
2024,"Q3",7,"IL",5.2
2024,"Q3",7,"MD",2.8
2024,"Q3",7,"MA",3.5
2024,"Q3",7,"MI",4.4
2024,"Q3",7,"NH",2.5
2024,"Q3",7,"NJ",4.7
2024,"Q3",7,"NY",4.3
2024,"Q3",7,"NC",3.7
2024,"Q3",7,"PA",3.4
2024,"Q3",7,"SC",3.9
2024,"Q3",7,"TN",3
2024,"Q3",7,"TX",4.1
2024,"Q3",7,"UT",3.2
2024,"Q3",7,"VA",2.7
2024,"Q3",7,"WA",4.9
2024,"Q3",8,"AZ",3.4
2024,"Q3",8,"CA",5.3
2024,"Q3",8,"CO",4
2024,"Q3",8,"DE",4.2
2024,"Q3",8,"DC",5.7
2024,"Q3",8,"FL",3.3
2024,"Q3",8,"GA",3.6
2024,"Q3",8,"IL",5.3
2024,"Q3",8,"MD",2.9
2024,"Q3",8,"MA",3.7
2024,"Q3",8,"MI",4.5
2024,"Q3",8,"NH",2.6
2024,"Q3",8,"NJ",4.8
2024,"Q3",8,"NY",4.4
2024,"Q3",8,"NC",3.8
2024,"Q3",8,"PA",3.4
2024,"Q3",8,"SC",4.3
2024,"Q3",8,"TN",3.1
2024,"Q3",8,"TX",4.1
2024,"Q3",8,"UT",3.3
2024,"Q3",8,"VA",2.8
2024,"Q3",8,"WA",4.8
2024,"Q3",9,"AZ",3.5
2024,"Q3",9,"CA",5.3
2024,"Q3",9,"CO",4
2024,"Q3",9,"DE",4.2
2024,"Q3",9,"DC",5.7
2024,"Q3",9,"FL",3.3
2024,"Q3",9,"GA",3.6
2024,"Q3",9,"IL",5.3
2024,"Q3",9,"MD",2.9
2024,"Q3",9,"MA",3.8
2024,"Q3",9,"MI",4.5
2024,"Q3",9,"NH",2.5
2024,"Q3",9,"NJ",4.7
2024,"Q3",9,"NY",4.4
2024,"Q3",9,"NC",3.8
2024,"Q3",9,"PA",3.4
2024,"Q3",9,"SC",4.5
2024,"Q3",9,"TN",3.2
2024,"Q3",9,"TX",4.1
2024,"Q3",9,"UT",3.5
2024,"Q3",9,"VA",2.9
2024,"Q3",9,"WA",4.8
2024,"Q4",10,"AZ",3.6
2024,"Q4",10,"CA",5.4
2024,"Q4",10,"CO",4.1
2024,"Q4",10,"DE",4
2024,"Q4",10,"DC",5.7
2024,"Q4",10,"FL",3.3
2024,"Q4",10,"GA",3.6
2024,"Q4",10,"IL",5.3
2024,"Q4",10,"MD",3
2024,"Q4",10,"MA",3.9
2024,"Q4",10,"MI",4.6
2024,"Q4",10,"NH",2.5
2024,"Q4",10,"NJ",4.7
2024,"Q4",10,"NY",4.4
2024,"Q4",10,"NC",3.7
2024,"Q4",10,"PA",3.4
2024,"Q4",10,"SC",4.7
2024,"Q4",10,"TN",3.3
2024,"Q4",10,"TX",4.1
2024,"Q4",10,"UT",3.5
2024,"Q4",10,"VA",2.9
2024,"Q4",10,"WA",4.7
2024,"Q4",11,"AZ",3.7
2024,"Q4",11,"CA",5.4
2024,"Q4",11,"CO",4.3
2024,"Q4",11,"DE",3.9
2024,"Q4",11,"DC",5.6
2024,"Q4",11,"FL",3.4
2024,"Q4",11,"GA",3.7
2024,"Q4",11,"IL",5.3
2024,"Q4",11,"MD",3.1
2024,"Q4",11,"MA",4
2024,"Q4",11,"MI",4.8
2024,"Q4",11,"NH",2.5
2024,"Q4",11,"NJ",4.6
2024,"Q4",11,"NY",4.4
2024,"Q4",11,"NC",3.7
2024,"Q4",11,"PA",3.5
2024,"Q4",11,"SC",4.8
2024,"Q4",11,"TN",3.5
2024,"Q4",11,"TX",4.2
2024,"Q4",11,"UT",3.5
2024,"Q4",11,"VA",3
2024,"Q4",11,"WA",4.6
2024,"Q4",12,"AZ",3.8
2024,"Q4",12,"CA",5.5
2024,"Q4",12,"CO",4.4
2024,"Q4",12,"DE",3.7
2024,"Q4",12,"DC",5.5
2024,"Q4",12,"FL",3.4
2024,"Q4",12,"GA",3.7
2024,"Q4",12,"IL",5.2
2024,"Q4",12,"MD",3.1
2024,"Q4",12,"MA",4.1
2024,"Q4",12,"MI",5
2024,"Q4",12,"NH",2.6
2024,"Q4",12,"NJ",4.6
2024,"Q4",12,"NY",4.4
2024,"Q4",12,"NC",3.7
2024,"Q4",12,"PA",3.6
2024,"Q4",12,"SC",4.7
2024,"Q4",12,"TN",3.6
2024,"Q4",12,"TX",4.2
2024,"Q4",12,"UT",3.5
2024,"Q4",12,"VA",3
2024,"Q4",12,"WA",4.5
